y,x2,x3,e,u
-1.1987045,.15781645,-1.8799199,-2.6639414,-.47660103
.18053818,2.062,-1.7405244,-1.0087864,-1.1409374
2.8608778,.065233916,.80673426,7.4568858,.98890954
10.375319,4.9657874,7.5658455,-1.2220073,-3.1563148
9.827775,.7923674,6.0633864,3.9743776,1.9720213
.40443867,.00098206813,-.55431569,-.42021352,-.042227693
-1.2678725,.0059881462,-3.0343118,7.3834462,.7604512
1.8808025,.055851631,.6951614,1.0145681,.12978946
10.795929,.084739625,10.587987,-6.1585937,-.87679785
-5.8019304,.14525671,-6.838418,-.63007605,-.10876899
17.257698,2.1143014,7.9512615,5.351191,6.1921344
.97533053,.62116063,.19037879,-2.0366511,-.83620888
11.967279,2.3169386,3.8978865,3.7763767,4.7524543
-7.7189107,.72253793,-5.8494582,-7.7871923,-3.5919902
7.8821816,1.3297585,6.8183188,-1.655027,-1.2658958
5.7073669,2.2894318,4.1754127,-1.4119509,-1.7574778
-1.5785518,.70834637,-5.8540998,5.652473,2.5672016
-10.264754,.010334676,-10.318407,-9.0967588,-.95668191
2.9716356,.82140547,2.9392285,-3.5030131,-1.7889984
8.581501,2.6230989,1.2567825,2.6223807,3.7016201
-4.267499,.13706347,-5.098588,-1.8155308,-.30597454
-10.663323,4.8473411,-2.9714942,-5.3648725,-13.53917
.44916767,.51524574,-1.5748177,1.4225589,.50873959
-6.4405951,.048502237,-8.1879673,5.6246567,.69886988
6.5597038,.010336676,5.30336,2.3391762,.24600726
-7.5550213,1.3310158,-5.1681495,-6.1630816,-4.7178879
6.108861,.046119198,4.7207866,2.7787766,.34195513
3.985657,.058522616,1.5343467,10.774978,1.3927877
1.0775687,.01291701,-.45158371,4.8491697,.51623535
-6.558466,.010827496,-7.7550807,1.7624595,.18578747
9.9773817,2.929795,-2.5865574,5.517386,8.6341438
-2.6630266,.19097839,-1.681125,-11.115089,-2.1728799
-3.4956284,.00035538911,-4.5869427,.90797573,.090958916
8.8040714,.54944825,5.0328412,5.9291148,2.2217824
10.174801,.018416472,8.6008186,5.0872121,.55556548
-8.7312756,5.5704441,4.5428448,-6.8780022,-19.844564
9.3366508,.0036687742,7.7709827,5.5187597,.5619995
3.2015967,.023943586,1.829933,3.1054251,.34772003
2.9570994,.89127755,.1732368,1.6358534,.89258504
-2.1201007,1.0794029,-6.3404093,3.3467262,2.1409056
1.549317,.20409377,2.7016137,-11.662592,-2.3563905
1.1037326,.089229383,.39301652,-2.6173916,-.37851328
4.0467505,1.8120584,-.45127615,1.6758641,1.6859683
-10.523327,2.551209,-7.4401598,-4.8228807,-6.6343765
27.486214,5.286603,3.6418636,6.4002252,17.557747
2.9773848,.14988123,3.4453566,-9.2480125,-1.617853
7.9282651,.60385364,5.6662741,1.6374553,.6581372
9.4084206,.0013898823,8.7729368,-3.6338096,-.36590624
1.5687358,.065452673,.1021167,3.0225084,.40116647
-.35360354,.77653939,-4.4706912,4.7935562,2.3405483
5.4873581,.59540701,4.5412216,-1.6325488,-.64927036
4.8134165,.80467331,4.6498723,-3.2669904,-1.641129
4.4777246,.0011893285,2.8679492,6.0498815,.60858577
.25251937,.13857305,-2.3754313,8.7979689,1.4893776
-9.7377443,.0115562,-11.334285,5.5302935,.58498394
-7.9407902,.70117712,-7.445013,-4.8757434,-2.1969543
-.97674978,.000085598243,-1.3344887,-6.4207182,-.64234662
2.3298156,3.6098161,-2.4237237,.075448871,.14372316
4.2145033,.045258388,4.1493669,-7.9925675,-.98012209
-5.786571,.55707741,-6.5862427,-2.0008669,-.75740558
-5.719666,.036982711,-5.9076653,-7.1649418,-.84898365
-13.296398,1.8075384,-4.913713,-11.148204,-11.190224
4.5322671,.0036798236,3.4207952,1.0584446,.10779191
5.6470423,2.41326,-5.5916619,5.9890285,7.8254442
-3.5700576,.15256783,-2.943377,-10.093084,-1.7792485
.48371339,.027037261,-1.1552207,5.3902769,.61189687
-3.2672904,.048959203,-4.3650293,.39186943,.048779748
-1.1556975,.1088782,-2.3862936,.78812921,.12171797
-.036635876,1.4975288,-1.6943122,-.98950011,-.83985245
5.1953216,1.338613,2.6267481,.29891914,.22996044
-1.382153,.22642964,-1.7572839,-3.9926808,-.85129869
6.9226298,.97552007,2.0131519,4.9917617,2.9339581
-.78510636,.051038232,-1.8228579,-.1058543,-.013286739
-13.678883,2.2654393,-15.448998,-1.2130278,-1.4953232
7.5086498,.74072146,2.9979002,5.8891568,2.7700281
-1.3484969,.059856787,-1.8014518,-4.6710491,-.60690188
4.1171727,.00005394885,2.1644506,9.5241117,.95266807
3.6114597,.0067749387,3.8573611,-12.116325,-1.2526762
-1.7783992,.12519893,-3.0465322,.87905574,.14293399
2.3832755,1.132431,6.3645625,-9.1767874,-6.113718
3.3195658,.38984874,2.0956471,-.56261945,-.16593018
3.7932627,.00072583195,2.3282797,4.625783,.46425706
-4.7167401,1.3459865,-6.2195272,-1.0908235,-.84319919
2.5293868,.03901045,1.2760347,1.7935754,.21434163
2.1771963,.36036894,2.3918769,-5.6214733,-1.5750495
4.3875484,1.1734874,1.534101,.99012202,.67996007
4.3155012,2.1126082,1.5859295,-.33125916,-.38303632
5.8782825,.06390065,5.4302788,-4.6676412,-.61589676
9.0305157,.0094357682,7.5465479,4.5315309,.47453234
9.6509323,6.5435834,.84995061,.37291697,1.2573984
3.5407588,.40167674,1.1447552,3.305186,.99432677
.20427182,.054780528,-.66433233,-1.4614648,-.18617637
.2537204,.00055702176,-1.0704494,3.2271392,.32361272
.80052644,.38659018,-.23689541,-1.1905018,-.34916833
-9.9378347,1.3789315,-9.4180098,-3.6717949,-2.8987563
-16.168379,2.3936431,-6.7229862,-9.9003878,-12.839036
6.6246548,.046662349,5.3327012,1.9888821,.24529116
-3.571444,.19438356,-4.8485699,.41960266,.082742199
-6.4223146,3.5700901,4.4048214,-8.1680946,-15.397226
1.6217157,3.2508337,-.4385272,-1.269601,-2.1905909
8.432806,3.541152,5.0671072,-.62839079,-1.1754527
4.646801,.72116375,7.5443115,-10.027911,-4.6186743
4.3101559,.13085693,1.3896761,10.818108,1.7896229
1.1022816,.30956206,1.1347792,-5.2675028,-1.3420597
-.68024057,.0084566586,-1.1441705,-5.2243638,-.5445267
9.9545364,.88644111,4.4481959,6.6637745,3.6198993
7.7181387,.22090928,6.7880325,-1.381785,-.29080307
15.592615,.97355664,6.9645543,11.340746,6.6545038
5.0215282,1.5115484,1.8376912,.78559119,.67228866
-.38608429,.01777952,-1.1244781,-2.5657666,-.27938572
-.01550661,.1666313,-1.1623582,-.1078999,-.019779742
.60296452,.43031892,1.1312972,-6.2147956,-1.9586517
5.7785616,.076323077,3.6327124,7.7411275,1.0695261
1.8992983,.40654531,-2.127106,8.6386261,2.619859
16.644609,2.5351591,4.5114241,6.2870393,8.5980263
3.271261,1.0785532,1.4715586,-.43619743,-.27885082
-9.5647955,.0098909149,-10.347321,-2.1665154,-.22736594
9.9264126,.4418402,7.3145981,3.6456876,1.1699744
-1.9067383,.017634481,-2.0917096,-7.6519418,-.83266318
5.850728,.91931343,1.8570564,3.7064834,2.0743582
-.42084503,1.9119159,-4.9879103,1.5674387,1.6551493
14.727065,2.739012,2.7265882,5.6219335,8.2614651
2.0761757,.71478301,1.0146129,-1.4281422,-.65322012
-4.7589889,.60771161,-7.8026066,3.5554917,1.4359059
-4.052907,.71835059,-5.3091178,-1.0064557,-.46213958
15.533585,2.3085785,2.2563143,7.9476819,9.9686918
-.81086159,1.7642527,1.5771146,-5.2459941,-5.1522288
4.8008265,2.1907225,1.2455496,.30497426,.36455441
-3.3507438,4.7450929,-1.7554451,-2.9687579,-7.3403916
3.9236772,.61883056,.76691383,3.756413,1.5379329
-4.9317417,.064251371,-5.1524506,-6.3843956,-.84354264
1.2073789,.67252028,-1.1086854,1.4751381,.64354396
3.5511849,.15250474,2.4820988,-.47329086,-.083418638
-3.280941,.75623536,-5.1865473,.31241432,.1493708
3.4284341,.69673181,1.9645132,-.51924324,-.23281096
-11.63604,2.8206742,1.3567566,-11.132264,-16.813471
7.2423611,.21832055,6.3205023,-1.4173899,-.29646164
.66343158,.07302101,-.023826698,-2.8258832,-.38576272
4.6653352,.76367897,-1.9866278,10.145047,4.8882842
-11.687955,.13422115,-12.170274,-3.9010246,-.65190244
-2.3135271,.34632155,-3.5246828,-.49482146,-.13516581
1.6058605,1.6123621,-7.969234,7.6835995,6.9627323
-1.4136962,8.0728506e-07,-2.5367289,1.2303135,.12303185
-2.4964399,.0029157912,-2.9462717,-5.4513659,-.55308414
-2.4315882,.000039348964,-3.0624249,-3.6913011,-.36920273
-13.033252,1.6113107,-7.278512,-9.237565,-8.3660507
8.579937,1.973765,2.0924313,3.2328613,3.5137403
-6.7619224,.00042962347,-7.9081068,1.454425,.14575492
-3.5421758,.64327395,-4.7190709,-1.1061146,-.46637884
-3.7744286,.97398227,-3.8315239,-3.2656147,-1.9168869
-2.2015426,2.1031559,-4.2779317,-.89161724,-1.0267668
6.1429286,3.6806827,1.0273739,.22412135,.43487191
-1.3260046,.75668764,-4.5819635,3.1342964,1.4992713
11.847048,1.0493723,7.5774879,3.554085,2.2201877
1.9611447,2.0963764,-3.7073538,2.2401571,2.5721221
-2.7791798,.19177784,-2.6152141,-6.9209814,-1.3557435
.50119346,.072917521,-.2330988,-2.4815209,-.33862525
-2.9169364,.2253983,-2.7312989,-6.6339512,-1.4110358
9.5832949,1.7670555,6.2139187,.61240816,.60232043
4.3657522,.059908401,3.3661771,-.46426395,-.060333051
-11.843501,.2944496,-10.688449,-9.9079924,-2.4495015
-.64079106,.26716477,-1.0759072,-3.5621204,-.83204859
1.8017713,1.7395134,-.80979115,-.13194127,-.12795094
3.2634864,.38371471,.88975936,3.3921106,.99001241
-6.4822083,.26223484,-6.5287819,-5.2599282,-1.215661
8.5990171,5.6542673,2.1825361,-.081235178,-.23778622
-1.0939261,.10482635,-3.0056214,5.2939587,.80686903
7.1407957,.70337987,2.8671679,5.6902924,2.5702479
7.4848437,1.8711292,4.3211942,.28247434,.29252043
-.3226915,.42054954,-.0047339983,-5.6031208,-1.738507
12.564596,.45816338,9.2533007,5.6312237,1.8531326
-4.215538,.80904591,-1.5516554,-8.8656588,-4.4729285
-.92573404,2.7902396,1.2805765,-4.0107489,-5.9965501
9.7498236,.94788319,5.6428595,3.761848,2.159081
7.0962591,.54671836,7.4391909,-5.061213,-1.8896503
.33838719,.025720231,-.76332307,.67331165,.075990029
12.649001,2.7963758,-.1152636,5.9858241,8.9678888
-.063291609,.71232194,-2.3410118,1.2394708,.56539822
-.55098796,.0088451877,-1.3367133,-2.1367006,-.22311983
-9.3421717,.11120258,-9.1206827,-8.564786,-1.3326917
-.19655126,.003349785,-.85771519,-3.3654902,-.34218585
4.452836,.94821,3.717356,-2.1123831,-1.2127297
5.0156517,1.0510257,2.6111929,.5650295,.35343322
2.6312039,.0063985926,1.1756781,4.3520374,.4491272
-20.841303,3.8373008,-1.5529693,-11.951368,-24.125635
9.0751963,3.8684669,3.0092881,.58864492,1.1974412
-1.5703239,.00028373764,-2.9827583,4.1156673,.41215062
-2.1093087,.020707147,-3.8846226,6.8380814,.75460672
11.925688,2.4574857,-1.2415681,7.3074865,9.7097702
-.7199654,1.0537484,-.27210397,-3.9906092,-2.5016098
2.3732774,.56202215,2.8334675,-5.3074894,-2.0222123
-12.965995,3.4880517,7.234489,-13.38839,-24.688536
.57491344,1.4260243,-1.7608584,-.11100995,-.090252437
7.2185392,.70356363,1.5823022,8.7048063,3.9326732
7.1608882,1.366349,-.64474809,6.945179,5.4392872
-1.2013253,.011220319,-3.6087315,13.220185,1.3961859
9.8142452,.26395646,9.3695927,-3.5318136,-.81930387
5.757915,.29185194,6.3860388,-7.807128,-1.9199755
-1.5324349,.49947593,-5.7537889,7.7826209,2.7218781
.82763445,.71033537,-2.3191729,3.1559181,1.4364719
8.8764372,.15440969,5.811058,10.783957,1.9109695
.033991516,.52394813,2.3828392,-10.699098,-3.8727958
-6.2560792,1.3070627,-7.9122829,-.86374527,-.65085918
9.4799328,.29181713,7.1879063,4.0674043,1.0002096
-7.0595207,.97836727,-10.73727,2.8843002,1.6993825
4.7643142,1.0002209,2.3736975,.65054005,.39039588
14.340839,.64457995,8.1295433,10.81417,4.5667157
-13.755242,.35975698,-12.560907,-9.1257191,-2.5540924
6.6610904,.039160509,6.5535889,-7.7910762,-.93165886
-2.3047478,.079090163,-2.7027876,-4.8805041,-.68105036
5.8957,.3205629,6.0815148,-5.7874961,-1.5063778
-4.0245819,.85061276,-8.5480719,5.0882254,2.6728773
2.6109037,.16636834,3.0628757,-8.8344994,-1.6183404
4.9300232,.013719569,4.1573501,-2.2557268,-.24104649
-1.4400841,.042108186,-3.0260744,4.4928846,.54388207
-1.5473521,.34899941,-.99209213,-6.9372001,-1.9042593
-2.8301387,.33762106,-6.2931385,7.9066057,2.1253788
-2.1657789,.38335797,-2.9865966,-1.928628,-.56254023
-1.4078746,1.5153621,-3.1935747,-.85073817,-.729662
12.686144,.98472011,5.7045884,8.4354696,4.9968352
7.2454209,.71621871,5.9360209,-.88803786,-.40681845
-7.7292032,.026356742,-9.1067982,3.103404,.35123822
-.44962895,.18556473,-.11187468,-7.9017549,-1.523319
2.8155963,3.8342736,5.5143766,-3.7345281,-7.5330539
-.17704636,.71509403,2.1271019,-8.7843266,-4.0192423
13.715014,.69426864,9.6662617,5.2657189,2.3544836
2.0996892,.0099674203,2.1832461,-10.416132,-1.0935242
-.14824679,.36529741,-1.8263046,1.1065339,.31276035
9.1850615,1.4623759,5.0213046,2.0469265,1.7013806
5.8885465,.0039946698,5.7728443,-8.7089777,-.88829249
-3.407131,.033754367,-4.4246454,-.13894789,-.016239839
13.114605,1.1905057,6.3631358,6.5601501,4.5609632
6.5058627,.094230808,3.360265,13.94393,2.0513668
-1.2089355,.023017351,-2.0271354,-1.8367854,-.2048175
2.5724604,.0092972582,2.2218163,-6.2939491,-.65865314
-5.4055023,.16486439,-5.9454279,-3.4255946,-.62493873
-7.6305737,1.4448596,-8.1087637,-2.3912916,-1.9666696
-2.0758235,1.6432849,.60655135,-5.7784443,-5.3256598
6.1052551,.62489909,4.5689726,-.21485414,-.08861649
-1.5873545,.017073443,-3.1234193,4.7817116,.51899129
-.40331399,1.35296,-.71708179,-2.6262007,-2.0391922
3.9636607,.28509298,2.8881519,-.8640992,-.20958424
3.3343847,.020628767,1.8438334,4.2598481,.46992251
2.0759089,.13542458,.43134755,3.0357752,.5091368
-6.6834736,.3367967,-6.3244038,-6.3184686,-1.6958666
-.32209027,1.5389121,-2.3188679,-.62353289,-.5421344
7.9392214,3.903126,5.0772018,-.99490315,-2.0411065
17.753992,4.7051435,-2.6626346,5.9983907,14.711483
7.7776232,.25879478,7.8562894,-5.8303237,-1.337461
10.417499,.37525681,8.3263559,2.4889257,.7158857
1.9025354,1.1698726,1.6216063,-2.7578382,-1.8889436
3.379082,.051364884,2.6378448,-2.46755,-.31012771
-4.5339508,3.9163053,-1.1248405,-4.0450916,-8.3254156
-4.6853929,.46108806,-6.9793468,2.5196822,.83286589
1.5441849,.64484346,-.37043822,.63865018,.26977971
5.7698994,.89094949,.37100884,6.4309869,3.507941
4.4467201,.93365264,-1.4088677,6.9191127,3.9219351
5.638484,.34891331,5.4300804,-4.1555195,-1.14051
4.8901367,2.2889173,9.3928051,-6.261024,-7.7915854
-1.2579217,.18057002,-2.9709613,2.798274,.53246963
5.7278395,.0099351499,4.1480041,5.4292974,.56990021
6.8824182,2.9724081,-1.1191146,2.5401051,4.0291247
11.078749,1.3150657,1.1978278,9.9874945,7.5658555
4.2670484,.11290117,2.6149464,3.4464602,.53920072
4.6792464,1.4498003,1.8281331,.48649877,.40131289
4.7016373,.59591323,2.5977964,1.2763392,.5079276
.15234569,.11223938,-1.2231874,1.6864865,.26329374
-.20334709,1.3300976,-5.4846225,3.8575027,2.9511778
2.1834569,.82929844,4.4403915,-7.9398413,-4.0862331
-2.9774442,.10237584,-4.576273,3.2836809,.4964529
.15483315,.044772763,-1.3975643,4.1477218,.50762469
-15.167995,.60005045,-12.564991,-10.506976,-4.2030554
8.6310453,.65011197,7.1404643,-.37531754,-.15953097
.78145313,3.7621968,3.3406227,-3.6956096,-7.3213663
7.0733786,.64382035,5.8976307,-1.1094128,-.46807253
11.10591,2.2842433,2.2508574,4.4849148,5.5708098
1.1657314,.90394861,-3.6640863,5.3007345,2.9258692
.94743913,.012329981,.64768779,-6.7119927,-.71257865
5.539094,.2865952,4.3279614,-.31016648,-.075462759
11.102851,.058765862,9.8759108,1.2998161,.16817403
1.9538587,.014423955,.19003396,6.9898982,.74940079
.31909898,.45753387,-3.9711759,8.6162586,2.832741
-1.325791,.014323857,-2.663636,3.0189936,.32352117
7.7715263,2.5526969,1.3782107,2.0638804,2.8406186
-9.2019424,2.2076674,-4.3167424,-6.7225795,-8.0928679
8.1341114,.000022697717,7.0154204,1.1865474,.11866821
3.3070872,.71645963,1.7848303,-.42381072,-.19420271
-1.1530563,.02219425,-2.377656,1.8218781,.20240542
7.548316,.291594,3.2052774,12.414491,3.0514445
-12.801118,3.8855634,-.44381839,-8.4408741,-17.242863
1.306667,.25479552,1.4791467,-6.2765584,-1.4272753
-4.6065063,.12532206,-5.428411,-1.8653361,-.30341747
3.2719312,1.1796515,2.8956008,-2.6141689,-1.803321
-2.1153333,.53278989,-4.5402341,2.4348342,.89211094
2.9772789,.0024003256,1.8104211,1.6250725,.1644576
.56367737,.53684825,-.040095709,-2.5326116,-.93307519
1.5406324,.21669693,-.0069075683,1.5879314,.33084306
5.3763647,.0016338817,3.3028879,10.631577,1.0718431
-.59144133,.50840861,-3.4031665,3.6795619,1.3033166
16.950285,8.6469755,-3.4842837,2.4387078,10.787594
-.57044947,1.4152614,-1.5322678,-1.7996382,-1.4534431
1.2272547,.25204527,1.8785725,-8.4211168,-1.903363
7.5556235,1.6134201,9.0775146,-4.5607867,-4.1353111
-.54121435,.21990624,-4.313242,12.155673,2.5521214
8.8975182,.039956357,7.0355225,6.851572,.82203913
6.1437855,1.0582905,3.4031026,1.0846338,.68239224
4.6527519,1.3929191,2.1829491,.096531913,.076883763
-.61182892,1.6592139,-.4507072,-3.0339012,-2.8203356
.10813233,.37200913,.62349415,-6.5990939,-1.8873709
-2.2612057,1.4051132,-7.8992977,4.0283499,3.2329788
4.3255167,1.575933,-3.9422708,6.4099879,5.6918545
1.5140778,1.5403379,-4.4907861,3.9814405,3.4645259
-3.4497089,.20646864,-3.6337039,-5.0310082,-1.0224736
-16.756344,3.917804,.50386494,-10.771767,-22.178013
7.4742427,.50198627,2.5680516,9.6987791,3.4042048
1.7463928,.17925134,-1.3284606,9.9965477,1.8956021
3.4377999,.6534912,2.9676847,-2.7730248,-1.1833761
-7.2859993,.22508986,-7.6864276,-3.8799405,-.82466167
1.137906,.11025591,-.27517959,1.9521277,.30282959
-3.413543,.0064400113,-4.5952682,1.6981715,.17528526
7.8327823,.0097723138,6.3365936,4.6375637,.48641622
2.5260475,.012132283,2.3545144,-7.9252348,-.84059906
8.7823868,1.3618859,3.0029604,4.3761721,3.4175408
-6.0507641,.048097432,-6.3631673,-5.930686,-.73569399
-3.283319,.7256062,-4.8864188,-.26470506,-.12250632
-.30127835,.12545387,.77336293,-13.520165,-2.2000952
-3.715261,.70535409,-5.9084797,1.077732,.48786452
-4.1641278,.074725263,-5.7580862,3.7800159,.51923293
.38034934,.0017572029,-1.9529649,13.199598,1.331557
9.752985,.01159891,8.7689686,-.26070243,-.027582176
4.0799303,.74730414,5.2946806,-6.2536502,-2.9620543
1.7406555,.34921229,2.0337844,-5.9807153,-1.6423411
4.6773558,.034056712,3.1656649,4.0813551,.47763428
-26.797905,5.0808191,-5.4597893,-10.38435,-27.418936
-7.317647,.40544257,-6.8251691,-6.2695313,-1.8979205
-3.1802921,.045610692,-4.0154157,-1.7139904,-.21048719
-6.644299,1.3801726,-4.5086598,-5.7155933,-4.5158119
3.5017552,.00014837431,2.420572,.8097465,.08103472
2.2061315,.85138297,.52758372,-.32877693,-.17283523
1.478205,.81311053,1.6968763,-4.0109777,-2.0317819
5.2600689,.21327405,3.879611,.80906999,.16718382
-1.2662195,.028033938,-3.0620382,6.7339511,.76778471
5.4402914,.95999348,3.1075983,.64258873,.37269938
1.3821024,.36283699,-.054511707,.26216161,.073777124
6.2401266,.51366717,5.593996,-2.4312074,-.86753643
6.4386954,4.0508738,4.2700081,-1.3560442,-2.8821864
-1.6362346,2.1109474,-4.305809,-.38198447,-.44137302
-4.7491045,.60514957,-3.3025498,-7.5804658,-3.0517044
5.260653,.54607707,3.9883063,-.73378515,-.27373013
26.617765,6.6409807,.26346549,5.4709463,18.71332
-5.2895355,3.8662176,-13.846618,1.8153797,3.6908646
-2.9209831,.21448497,-3.9825301,-.73796648,-.15293801
.62888235,.66465187,-1.703342,1.5441415,.66757244
.29812121,4.6923223,2.1538775,-3.0856833,-7.5480785
11.577567,.83981764,4.0631933,10.914522,5.6745563
7.4054227,1.0249599,2.1597753,5.2584372,3.2206874
-2.8892384,.65208954,-3.7927513,-1.7570372,-.74857646
9.8372107,.65614349,8.7128897,-1.2423685,-.53182286
3.8321116,.0049814857,2.5684557,2.5238819,.25867453
5.3061109,.1358604,5.0032258,-4.9602466,-.83297521
-.48267353,.054866157,-1.403733,-1.0500151,-.13380666
9.794343,.11564358,7.9523048,4.6026278,.72639495
1.6044288,.48272729,-2.3619645,7.2757187,2.4836659
-.77673215,.000010332453,-1.5127423,-2.6398654,-.26400018
-10.936044,.23858316,-12.35426,.81915367,.1796335
-13.011152,1.3864813,-14.362672,-1.3047266,-1.0349622
-1.5249357,.64147043,-1.2739089,-4.4980721,-1.8924973
2.9054906,.97983658,.3190172,1.0283405,.60663682
9.1303835,.0079989331,7.770637,3.3822064,.35174766
-4.4460034,1.5239201,-1.3021263,-6.5754757,-5.6677971
2.6560731,.00027806091,.94470012,7.1010752,.7110948
2.8584635,.073408246,1.3669302,3.0586138,.41812512
.95877856,.00045988648,.89145249,-9.3099308,-.93313384
2.8385198,.16331556,1.8926482,-1.1969976,-.21744394
6.2478695,.24947824,6.1721635,-5.2228208,-1.1737721
7.0396614,2.2483587,-2.7530358,5.3458982,6.5443382
-2.0905468,1.6915759,.94159824,-6.0518017,-5.723721
-6.3194237,.063905656,-7.1954803,-1.4236057,-.18784879
-9.5352583,.35676584,-11.038992,.52793384,.14696777
-.9287408,.13975336,-1.6664888,-2.3664541,-.40200537
10.175113,3.9611642,-1.9039212,3.4210951,7.1178694
4.9728742,1.0262833,7.6439419,-7.661119,-4.697351
-1.7064009,.060752168,-2.5450544,-1.7035228,-.22209863
2.1875935,.35146847,.16210388,2.4444594,.67402118
5.2138691,.26369405,4.2003999,-1.0792664,-.25022471
5.6835356,1.7397276,3.364434,-.43369588,-.42062595
12.036066,.017422801,10.864894,1.4142907,.15374953
-.97158676,.93684971,-3.6648257,1.3306758,.7563892
10.601896,.681054,6.7532234,4.9205122,2.1676185
9.2548246,.14330846,9.5310163,-8.2695332,-1.4195004
-1.6298333,.0072632488,-2.5742638,-.60630947,-.062832832
2.4880588,.0025529405,1.9084169,-4.1758075,-.42291105
3.2185829,.020687157,2.6498866,-4.0962143,-.45199093
-1.637148,.18450774,-2.7194476,-.53163117,-.10220815
4.1352844,.57226157,5.2038975,-6.8393269,-2.6408746
-3.247427,.76074463,-4.2367287,-1.6059273,-.77144301
4.3474598,.23430228,3.7779255,-3.0613146,-.66476798
4.9734178,.16433954,5.0163598,-6.6272326,-1.2072815
-4.5339923,.1070872,-6.2907066,4.230896,.64962703
11.658779,.014689939,10.518828,1.1669028,.12526114
2.3560526,1.2520902,2.4651151,-3.2520745,-2.3611526
5.4765487,.058165688,4.9071279,-3.7862897,-.48874503
-3.3974731,.57727212,-3.673517,-3.3481922,-1.3012283
4.5036669,.86588389,5.6373458,-5.6283107,-2.9995627
9.2457037,.00075185497,9.1573114,-9.0894279,-.91235977
10.207491,.58716673,7.1309228,3.7842078,1.4894012
3.5754905,.17347367,3.2869687,-4.7390323,-.88495189
-8.0496521,1.5152667,-5.3239808,-6.1109309,-5.2409382
4.3064013,.011318734,3.478677,-1.7376071,-.18359447
5.9154654,.082931101,4.814487,.12757434,.018047374
-3.4798915,.025022337,-4.0290813,-4.2292037,-.47583264
-3.7317362,.44037381,-6.6892586,4.7383218,1.5171486
-5.912292,.31235254,-7.4542799,.8963964,.22963549
.32735312,.92599499,-3.6829596,3.7021792,2.0843177
-5.4073606,.36323497,-7.3106651,1.9177411,.5400694
-7.0514021,.10412957,-6.4636531,-11.12604,-1.6918788
4.0314884,2.4530935,-2.341794,2.2013466,2.9201891
7.4706674,2.0608962,4.0134435,.35059348,.39632773
-7.5985675,.035479106,-7.6148286,-8.6565466,-1.019218
-.17655957,.8833884,4.0338368,-11.249493,-6.0937848
.67778581,.040634062,.061617833,-3.5278969,-.42446607
3.6437473,.39910954,-.6286698,9.5919275,2.8733077
3.1561885,1.649846,-4.8786983,5.8221502,5.3850408
2.5061033,.40901434,1.5255231,-1.4069755,-.42843413
13.125236,.038433865,12.213804,-1.0653043,-.12700231
5.4375768,.060830876,5.0620093,-5.2544646,-.68526334
-.67434466,.1406218,-2.2129259,2.3366647,.39795947
3.3251195,.0010626884,1.9032327,4.1859984,.42082405
6.6203299,2.328866,-.95326144,3.3570187,4.2447252
1.7482457,1.2657261,.82312268,-1.8292683,-1.3406031
6.6752405,.082130127,6.2307329,-4.5200596,-.63762248
.38592124,3.1993921,-4.9470167,.66691095,1.1335459
